סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
1252,כורזים,הצפון,צפת,יישובים כפריים אחרים יהודיים,מבואות החרמון,אזור חצור,339,336,325,3,אשכול רשויות גליל מזרחי       
1210,כחל,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מבואות החרמון,גליל עליון מזרחי,472,472,454,-,אשכול רשויות גליל מזרחי       
1367,כחלה,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,אל קסום,אזור באר שבע,455,-,-,455,אשכול רשויות נגב מזרחי        
840,כיסופים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,292,292,258,-,אשכול רשויות נגב מערבי        
1153,כישור,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,215,210,209,5,אשכול רשויות בית הכרם הגלילי  
1183,כליל,הצפון,עכו,יישובים קהילתיים,מטה אשר,אזור יחיעם,829,825,792,4,אשכול רשויות גליל מערבי       
1229,כלנית,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל תחתון מרכזי,258,258,257,-,אשכול רשויות גליל מזרחי       
1331,כמאנה,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור כרמיאל,"1,620",-,-,"1,620",אשכול רשויות בית הכרם הגלילי  
1291,כמהין,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,רמת נגב,הר הנגב הצפוני,251,251,230,-,אשכול רשויות נגב מזרחי        
1201,כמון,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,"1,412","1,410","1,376",2,אשכול רשויות בית הכרם הגלילי  
2006,כנות,הדרום,אשקלון,יישובים מוסדיים יהודיים,באר טוביה,אזור מלאכי,441,429,365,12,אשכול רשויות שורק דרומי       
4028,כנף,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,465,465,462,-,אשכול רשויות גליל מזרחי       
63,כנרת (מושבה),הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,687,665,642,22,אשכול רשויות הכנרת והעמקים    
57,כנרת (קבוצה),הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,701,701,669,-,אשכול רשויות הכנרת והעמקים    
1059,כסיפה,הדרום,באר שבע,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,אזור באר שבע,"23,219",19,1,"23,200",אשכול רשויות נגב מזרחי        
859,כסלון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,487,487,479,-,
1296,כסרא-סמיע,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"9,108",2,-,"9,106",
978,כעביה-טבאש-חג'אג'רה,הצפון,,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"5,732",15,15,"5,717",אשכול רשויות המפרץ            
857,כפר אביב,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גדרות,אזור רחובות,822,821,815,1,
3638,כפר אדומים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"4,927","4,927","4,914",-,אשכול יהודה ושומרון           
364,כפר אוריה,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,914,910,892,4,
690,כפר אחים,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,892,892,886,-,אשכול רשויות שורק דרומי       
220,כפר ביאליק,חיפה,חיפה,מושבים - לרבות כפרים שיתופיים,זבולון,אזור חיפה,852,850,805,2,אשכול רשויות המפרץ            
177,"כפר ביל""ו",המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גזר,אזור רחובות,"1,252","1,252","1,232",-,
357,כפר בלום,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,765,765,736,-,אשכול רשויות גליל מזרחי       
2010,כפר בן נון,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,742,742,733,-,
633,כפר ברא,המרכז,פתח תקווה,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור פתח תקווה,"3,856",2,-,"3,854",אשכול רשויות השרון            
132,כפר ברוך,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,667,667,658,-,אשכול רשויות הגליל והעמקים    
106,כפר גדעון,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,351,351,350,-,אשכול רשויות הגליל והעמקים    
427,כפר גלים,חיפה,חדרה,יישובים מוסדיים יהודיים,חוף הכרמל,חוף הכרמל,381,365,223,16,
310,כפר גליקסון,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,352,352,349,-,
76,כפר גלעדי,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,689,689,649,-,אשכול רשויות גליל מזרחי       
707,כפר דניאל,המרכז,רמלה,מושבים שיתופיים,חבל מודיעין,אזור מודיעין,683,683,673,-,
3796,כפר האורנים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"2,607","2,607","2,595",-,אשכול יהודה ושומרון           
192,כפר החורש,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,הרי נצרת-תירען,736,716,701,20,אשכול רשויות הגליל והעמקים    
254,כפר המכבי,חיפה,חיפה,קיבוצים,זבולון,אזור חיפה,410,409,402,1,אשכול רשויות המפרץ            
582,כפר הנגיד,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גן רווה,אזור ראשון לציון,"1,223","1,223","1,206",-,
890,כפר הנוער הדתי,חיפה,חיפה,יישובים מוסדיים יהודיים,זבולון,אזור חיפה,376,376,257,-,אשכול רשויות המפרץ            
443,כפר הנשיא,הצפון,צפת,קיבוצים,הגליל העליון,אזור חצור,979,979,944,-,אשכול רשויות גליל מזרחי       
187,כפר הס,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,582","1,582","1,569",-,אשכול רשויות השרון            
217,"כפר הרא""ה",המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,"1,483","1,483","1,482",-,
888,"כפר הרי""ף",הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,יואב,אזור מלאכי,844,844,819,-,אשכול רשויות שורק דרומי       
190,כפר ויתקין,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,"1,982","1,980","1,962",2,
320,כפר ורבורג,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,161","1,161","1,147",-,אשכול רשויות שורק דרומי       
1263,כפר ורדים,הצפון,עכו,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"5,531","5,314","5,040",217,אשכול רשויות גליל מערבי       
1325,כפר זוהרים,ירושלים,ירושלים,יישובים מוסדיים יהודיים,מטה יהודה,שפלת יהודה,149,149,149,-,
786,כפר זיתים,הצפון,כנרת,מושבים - לרבות כפרים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,793,792,791,1,אשכול רשויות הכנרת והעמקים    
696,"כפר חב""ד",המרכז,רמלה,יישובים יהודיים 9999-5000 תושבים,שדות דן,אזור רמלה,"6,797","6,797","6,794",-,
609,כפר חושן,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,805,805,798,-,אשכול רשויות גליל מזרחי       
255,כפר חיטים,הצפון,כנרת,מושבים שיתופיים,הגליל התחתון,גליל תחתון מזרחי,618,618,616,-,אשכול רשויות הכנרת והעמקים    
193,כפר חיים,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,639,638,634,1,
1297,כפר חנניה,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,762,756,740,6,אשכול רשויות גליל מזרחי       
112,כפר חסידים א',חיפה,חיפה,מושבים - לרבות כפרים שיתופיים,זבולון,אזור חיפה,814,805,795,9,אשכול רשויות המפרץ            
889,כפר חסידים ב',חיפה,חיפה,יישובים כפריים אחרים יהודיים,זבולון,אזור חיפה,305,305,289,-,אשכול רשויות המפרץ            
4004,כפר חרוב,הצפון,גולן,קיבוצים,גולן,גולן דרומי,478,478,473,-,אשכול רשויות גליל מזרחי       
673,כפר טרומן,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור רמלה,908,908,887,-,
507,כפר יאסיף,הצפון,עכו,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור נהרייה,"10,324",22,7,"10,302",
233,כפר ידידיה,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,751,751,747,-,
140,כפר יהושע,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,"1,244","1,244","1,205",-,אשכול רשויות הגליל והעמקים    
168,כפר יונה,המרכז,השרון,יישובים יהודיים 49999-20000 תושבים,עירייה,מערב השרון,"27,897","27,886","26,969",11,
85,כפר יחזקאל,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק חרוד,"1,255","1,254","1,217",1,אשכול רשויות הגליל והעמקים    
170,כפר יעבץ,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,676,676,675,-,אשכול רשויות השרון            
508,כפר כמא,הצפון,כנרת,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,גליל תחתון מזרחי,"3,479",14,9,"3,465",אשכול רשויות הכנרת והעמקים    
509,כפר כנא,הצפון,,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,הרי נצרת-תירען,"23,706",19,11,"23,687",אשכול רשויות הגליל והעמקים    
387,כפר מונש,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,926,926,906,-,
1095,כפר מימון,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,427,427,427,-,אשכול רשויות נגב מערבי        
98,"כפר מל""ל",המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,324,324,319,-,אשכול רשויות השרון            
510,כפר מנדא,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,אזור שפרעם,"21,073",7,5,"21,066",
